"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sweden1","Sweden2","Sweden3","WL7","WL8","WL9","Silkie1","Silkie2","Silkie3","Tibetan1","Tibetan2","Tibetan3","WC.white1","WC.white2","WC.white3"
"15","gene-HIST1H2A4L2",1062.03824497021,-3.54779406363647,0.406878114870721,-8.7195499929106,2.79309645362525e-18,3.57904276127035e-15,610.751927408494,595.150070120674,856.304211621786,85.7909028510317,274.506425056562,53.7904352807972,2246.3623444375,2121.82925954621,2889.60167293956,1396.43809985805,2514.70152613593,1842.39511987056,181.250325205203,138.531453989299,123.169900231451
"16","gene-LOC121108754",510.134372215472,-6.65271316715613,0.762498370248257,-8.72488837581399,2.6644332071842e-18,3.57904276127035e-15,181.411463586682,118.054358171478,87.7427465418908,9.53232253900353,7.54138530375171,0,687.878124335561,2386.11134790511,2320.02099316455,108.620534907817,264.666404725981,1448.34389090474,7.32324546283649,16.241618743573,8.52714693910049
"17","gene-ADCY10L6",1268.79008820117,-7.27032196226034,0.836618671292161,-8.69012635234556,3.62036612208619e-18,4.39493392662726e-15,41.3215000391886,49.758448485499,47.1211046243488,7.94360211583627,22.6241559112551,22.005178069417,3741.95106712665,2134.70259909378,2510.76841707674,2134.12000599459,5376.3606920807,2913.1377382369,11.9002738771093,16.241618743573,1.89492154202233
"18","gene-LOC112530866",87.5885728917129,-4.32821558869986,0.501583216630149,-8.62910768382297,6.18324573004931e-18,7.13082813817936e-15,380.964073532031,174.642397625575,170.610896053677,6.35488169266902,10.5579394252524,0,96.6604486554302,77.2400372854081,147.274755206622,72.6741708376042,74.1362478224035,79.2588809684577,7.32324546283649,2.86616801357171,13.2644507941563
"19","gene-LOC121108965",815.884115173869,-4.06666223944126,0.473010255326868,-8.59740818226244,8.15365679389112e-18,8.95543304529042e-15,337.626890564102,382.457094241482,364.782344419527,55.6052148108539,132.72838134603,53.7904352807972,1151.98068945513,1734.11456258416,2084.91370322627,893.189002875071,3203.42726840606,1618.07753222398,91.5405682854562,52.546413582148,81.4816263069602
"20","gene-LOC112533410",154.776959030006,-2.97820029277656,0.348707542814569,-8.5406821680375,1.33431755555598e-17,1.39891065540448e-14,112.878244009491,123.908293287419,124.302224267679,30.1856880401778,55.8062512477627,12.2250989274539,276.740188616232,331.677807166752,270.595182759154,248.498777702776,400.335738240979,252.731148748478,24.7159534370732,24.8401227842881,32.2136662143796
"21","gene-LOC112531459",71.850793725132,-4.87740357148453,0.57266588144628,-8.51701442238281,1.63719117624935e-17,1.64181802087788e-14,52.4077561472636,24.3913963164211,44.6838061092962,4.76616126950176,4.52483118225103,4.89003957098157,192.658839443357,134.791437615712,175.66506946332,48.4494472250695,135.669333514998,244.50617053477,2.74621704856368,3.82155735142895,3.78984308404466
"22","gene-LOC107057264",582.964902917039,-6.97692629281456,0.827461466157883,-8.43172350394784,3.40611000245158e-17,3.14247708826183e-14,81.6351586140067,67.3202538333221,101.554104793855,7.94360211583627,10.5579394252524,2.44501978549078,5377.23399985893,1096.50562734579,495.056104851174,115.653519182424,417.387075240132,946.62021986856,4.57702841427281,10.5092827164296,9.47460771011165
"23","gene-LOC107049155",2376.26096647599,-4.63637155986278,0.55182482022356,-8.40189021940775,4.39348476879788e-17,3.89752793047397e-14,764.951671457174,789.305584799386,598.76300186457,144.57355850822,383.102373430587,88.0207122776682,3812.12920108197,5108.44403458199,6345.23523637204,3110.92337746777,8217.26170863521,5966.10010610683,96.117596699729,128.977560610727,90.0087732460607
"24","gene-LOC112532796",632.240645143519,-2.11421701737775,0.251948308492723,-8.39147136976637,4.80095261468336e-17,4.10125822435821e-14,507.952098042708,477.095711949196,698.692240981723,247.840386014092,200.600849079796,146.701187129447,1127.48454835752,1023.80912166541,1249.17382729472,714.238625221185,1100.18191768447,1321.9783165305,191.319787716603,224.516494396451,252.02456508897
"25","gene-LOC100859353",284.317320138222,-4.90575479152274,0.588108323095385,-8.34158368258134,7.33021260082121e-17,6.03826262992647e-14,74.5802683634135,115.127390613507,87.7427465418908,31.7744084633451,24.1324329720055,17.1151384984355,376.048868741674,557.339876882945,944.865146355735,379.78115082877,933.37536008406,701.366324041635,9.15405682854561,4.77694668928618,7.57968616808932
"26","gene-LOC112530098",871.460262742059,-7.65837826989485,0.919875799205518,-8.32544814909716,8.40103021965734e-17,6.68171593159988e-14,105.823353758898,92.6873060024,111.303298854065,1.58872042316725,3.01655412150068,12.2250989274539,1890.17521172091,382.41391008952,9013.92477650166,228.962710273312,1081.64785572887,121.879222621308,9.15405682854561,5.73233602714342,11.369529252134
"27","gene-H2AFX",240.675795550291,-2.91369258513734,0.350475135435958,-8.31355006543611,9.28808097954886e-17,7.14098625977648e-14,187.458512372904,144.397066193213,238.855254475147,49.2503331181849,78.4304071590178,22.005178069417,425.703208804395,405.13156811464,525.220813748916,311.014193477059,693.915279617697,386.57397604427,35.7008216313279,43.9479095414329,62.5324108867369
"28","gene-LOC121108171",302.189489440857,-4.38030524180866,0.530086842372343,-8.26337288849713,1.41612987299781e-16,1.05364630711918e-13,224.748646554611,116.103046466164,196.608746880903,17.4759246548398,49.7731430047613,34.230276996871,677.947256323017,898.104747259745,825.980705405812,146.911227069565,298.769078724286,1004.94279265667,14.646490925673,8.59850404071513,18.0017546492121
"29","gene-LOC121106910",494.436458917907,-6.07814055770506,0.737838674389619,-8.23776357715762,1.75459469798958e-16,1.2646789596603e-13,158.231109906161,474.168744391226,398.904523630263,1.58872042316725,58.8228053692633,0,988.452396181899,1463.01717681773,1570.33925732362,879.904477023036,801.412838960182,609.396113106538,0.915405682854562,2.86616801357171,8.52714693910049
"30","gene-HIST1H3A",246.66306190345,-3.29098256846419,0.40245264307742,-8.17731632546666,2.90235361296246e-16,2.02856927524179e-13,260.023097807577,210.741664173878,304.662314381565,27.0082471938433,114.629056617026,29.3402374258894,474.03343313211,397.5590154396,568.693482454485,282.882256378631,625.709931621086,337.971832054178,20.1389250228004,15.2862294057158,31.2662054433685
"31","gene-LOC101747625",68.7930674675111,-3.61075755180698,0.441808527958834,-8.17267509182942,3.01625488097676e-16,2.04617408322732e-13,53.415597611634,98.5412411183411,48.7459703010504,9.53232253900353,24.1324329720055,4.89003957098157,84.7434070403771,116.617311195616,204.055383720018,96.8988944501389,178.668357251992,95.7088373958734,5.49243409712737,3.82155735142895,6.63222539707816
"32","gene-LOC121107845",98.166106749047,-7.59723322086326,0.932404548577595,-8.14800102858037,3.69989208761158e-16,2.43822888573603e-13,35.2744512529659,30.2453314323621,45.4962389476471,0,1.50827706075034,2.44501978549078,209.210286130931,144.635756093264,235.107289938281,224.274054090241,480.402885889175,62.0611992488867,1.83081136570912,0,0
