1	200044509	G01.C
2	200044509	G01.C
3	200044509	G01.C
4	200044509	G01.C
5	200044509	G01.C
6	200044509	G01.C
7	200044509	G01.C
8	200044509	G01.C
9	200044509	G01.C
10	200044509	G01.C
11	200044509	G01.C
12	200044509	G01.C
13	200044509	G01.C
14	200044509	G01.C
15	200044509	G01.C
16	200044509	G01.C
17	200044509	G01.C
18	200044509	G01.C
19	152127819	G01.C
20	152127819	G01.C
21	152127819	G01.C
22	152127819	G01.C
23	152127819	G01.C
24	152127819	G01.C
25	152127819	G01.C
26	152127819	G01.C
27	152127819	G01.C
28	152127819	G01.C
29	152127819	G01.C
30	152127819	G01.C
31	152127819	G01.C
32	112377238	G01.C
33	112377238	G01.C
34	112377238	G01.C
35	112377238	G01.C
36	112377238	G01.C
37	112377238	G01.C
38	112377238	G01.C
39	112377238	G01.C
40	112377238	G01.C
41	112377238	G01.C
42	112377238	G01.C
43	91364047	G01.C
44	91364047	G01.C
45	91364047	G01.C
46	91364047	G01.C
47	91364047	G01.C
48	91364047	G01.C
49	91364047	G01.C
50	91364047	G01.C
51	87735852	G01.C
52	87735852	G01.C
53	87735852	G01.C
54	87735852	G01.C
55	87735852	G01.C
56	87735852	G01.C
57	87735852	G01.C
58	87735852	G01.C
59	59473047	G01.C
60	59473047	G01.C
61	59473047	G01.C
62	59473047	G01.C
63	59473047	G01.C
64	36439816	G01.C
65	36439816	G01.C
66	36439816	G01.C
67	36439816	G01.C
68	36158469	G01.C
69	36158469	G01.C
70	36158469	G01.C
71	29594148	G01.C
72	29594148	G01.C
73	29594148	G01.C
74	23966833	G01.C
75	23966833	G01.C
76	21606253	G01.C
77	21606253	G01.C
78	20591337	G01.C
79	20591337	G01.C
80	19822308	G01.C
81	19253982	G01.C
82	19253982	G01.C
83	16259740	G01.C
84	16259740	G01.C
85	15361164	G01.C
86	13529386	G01.C
87	12199395	G01.C
88	11322113	G01.C
89	11295715	G01.C
90	8591846	G01.C
91	7106554	G01.C
92	6970121	G01.C
93	6534586	G01.C
94	5942585	G01.C
95	5478923	G01.C
96	4180360	G01.C
97	3700872	G01.C
98	3130476	G01.C
99	1403801	G01.C
100	16785	G01.C
1	65391699	G02.C
2	65391699	G02.C
3	65391699	G02.C
4	65391699	G02.C
5	65391699	G02.C
6	65391699	G02.C
7	39531269	G02.C
8	39531269	G02.C
9	39531269	G02.C
10	38861647	G02.C
11	38861647	G02.C
12	38861647	G02.C
13	38861647	G02.C
14	38306699	G02.C
15	38306699	G02.C
16	38306699	G02.C
17	38306699	G02.C
18	32259766	G02.C
19	32259766	G02.C
20	32259766	G02.C
21	29020192	G02.C
22	29020192	G02.C
23	29020192	G02.C
24	27797788	G02.C
25	27797788	G02.C
26	27291719	G02.C
27	27291719	G02.C
28	27291719	G02.C
29	24388799	G02.C
30	24388799	G02.C
31	23813094	G02.C
32	23813094	G02.C
33	23813094	G02.C
34	23733309	G02.C
35	23733309	G02.C
36	23120668	G02.C
37	23120668	G02.C
38	23067526	G02.C
39	23067526	G02.C
40	23056545	G02.C
41	23056545	G02.C
42	22933425	G02.C
43	22933425	G02.C
44	22933425	G02.C
45	22526059	G02.C
46	22526059	G02.C
47	21185354	G02.C
48	21185354	G02.C
49	18834961	G02.C
50	18834961	G02.C
51	18083453	G02.C
52	17736692	G02.C
53	17736692	G02.C
54	17341413	G02.C
55	17341413	G02.C
56	17084734	G02.C
57	16930050	G02.C
58	16930050	G02.C
59	16502132	G02.C
60	14968000	G02.C
61	14968000	G02.C
62	14617252	G02.C
63	14359315	G02.C
64	14359315	G02.C
65	13969752	G02.C
66	12703657	G02.C
67	11179157	G02.C
68	11033916	G02.C
69	10686364	G02.C
70	10335025	G02.C
71	10273382	G02.C
72	10236257	G02.C
73	9957673	G02.C
74	9321137	G02.C
75	9076172	G02.C
76	9023986	G02.C
77	8789367	G02.C
78	7851577	G02.C
79	7594069	G02.C
80	7321060	G02.C
81	6870998	G02.C
82	6035839	G02.C
83	5881688	G02.C
84	5731655	G02.C
85	5349051	G02.C
86	4953201	G02.C
87	4756955	G02.C
88	3400530	G02.C
89	3021834	G02.C
90	2576407	G02.C
91	2201942	G02.C
92	1748217	G02.C
93	1360820	G02.C
94	1089758	G02.C
95	608081	G02.C
96	280507	G02.C
97	134821	G02.C
98	88381	G02.C
99	61224	G02.C
100	1214	G02.C
1	61366121	G03.C
2	61366121	G03.C
3	61366121	G03.C
4	61366121	G03.C
5	61366121	G03.C
6	49094517	G03.C
7	49094517	G03.C
8	49094517	G03.C
9	49094517	G03.C
10	49094517	G03.C
11	48488074	G03.C
12	48488074	G03.C
13	48488074	G03.C
14	48488074	G03.C
15	48488074	G03.C
16	37316950	G03.C
17	37316950	G03.C
18	37316950	G03.C
19	36265832	G03.C
20	36265832	G03.C
21	36265832	G03.C
22	36265832	G03.C
23	34450531	G03.C
24	34450531	G03.C
25	34450531	G03.C
26	31760984	G03.C
27	31760984	G03.C
28	31760984	G03.C
29	30687788	G03.C
30	30687788	G03.C
31	30687788	G03.C
32	23866099	G03.C
33	23866099	G03.C
34	23494135	G03.C
35	23494135	G03.C
36	23494135	G03.C
37	22933425	G03.C
38	22933425	G03.C
39	22201978	G03.C
40	22201978	G03.C
41	21132710	G03.C
42	21132710	G03.C
43	20505688	G03.C
44	20505688	G03.C
45	19997168	G03.C
46	19997168	G03.C
47	19675474	G03.C
48	19675474	G03.C
49	18715521	G03.C
50	17744542	G03.C
51	17744542	G03.C
52	16834541	G03.C
53	16834541	G03.C
54	16486418	G03.C
55	15637085	G03.C
56	15637085	G03.C
57	15095753	G03.C
58	14979167	G03.C
59	14979167	G03.C
60	14758561	G03.C
61	14617252	G03.C
62	13630823	G03.C
63	13630823	G03.C
64	13205012	G03.C
65	12803018	G03.C
66	12700396	G03.C
67	11340637	G03.C
68	11340637	G03.C
69	10686364	G03.C
70	10493856	G03.C
71	10493095	G03.C
72	10245307	G03.C
73	9913368	G03.C
74	9139614	G03.C
75	9121006	G03.C
76	8180245	G03.C
77	7710892	G03.C
78	6656585	G03.C
79	6646909	G03.C
80	6328644	G03.C
