IND	POP	SEX	Weights	Date
CBM9	CB	F	1897.2	W66
CBM10	CB	F	1371.6	W66
CKG1	CK	M	3877	W66
CKG2	CK	M	3546	W66
CKG3	CK	M	3323	W66
CKG4	CK	M	3505	W66
CKG5	CK	M	3704	W66
CKG6	CK	M	3811	W66
CKG7	CK	M	3888	W66
CKG8	CK	M	3741	W66
CKG9	CK	M	3716	W66
CKG10	CK	M	3523	W66
CKM1	CK	F	2480	W66
CKM2	CK	F	2506	W66
CKM3	CK	F	2510	W66
CKM4	CK	F	2518	W66
CKM5	CK	F	2535	W66
CKM6	CK	F	2584	W66
CKM7	CK	F	2675	W66
CKM8	CK	F	2525	W66
CKM9	CK	F	2650	W66
CKM10	CK	F	2635	W66
CU3G44	CU3	M	3205	W66
CU3G635	CU3	M	2755	W66
CU3G65	CU3	M	2450	W66
CU3G611	CU3	M	2350	W66
CU3G47	CU3	M	3285	W66
CU3G632	CU3	M	2875	W66
CU3G525	CU3	M	3450	W66
CU3G517	CU3	M	3750	W66
CU3G42	CU3	M	3145	W66
CU3G511	CU3	M	2790	W66
CU3M539	CU3	F	2045	W66
CU3M6259	CU3	F	1675	W66
CU3M638	CU3	F	2010	W66
CU3M5146	CU3	F	2815	W66
CU3M625	CU3	F	2600	W66
CU3M616	CU3	F	2220	W66
CU3M630	CU3	F	2040	W66
CU3M5133	CU3	F	2400	W66
CU3M5176	CU3	F	2626	W66
CU3M5253	CU3	F	2220	W66
WJG1	WJ	M	2430	W66
WJG2	WJ	M	3122	W66
WJG3	WJ	M	2183	W66
WJG4	WJ	M	2446	W66
WJG5	WJ	M	2417	W66
WJG6	WJ	M	2692	W66
WJG7	WJ	M	2595	W66
WJG8	WJ	M	2503	W66
WJG9	WJ	M	2069	W66
WJG10	WJ	M	2512	W66
WJM1	WJ	F	1950	W66
WJM2	WJ	F	2307 	W66
WJM3	WJ	F	2340 	W66
WJM4	WJ	F	2361 	W66
WJM5	WJ	F	2020 	W66
WJM6	WJ	F	1916 	W66
WJM7	WJ	F	1934 	W66
WJM8	WJ	F	2237 	W66
WJM9	WJ	F	1931 	W66
WJM10	WJ	F	2203 	W66
WBG1	WB	M	2490	W66
WBG2	WB	M	2301	W66
WBG3	WB	M	2275	W66
WBG4	WB	M	2190	W66
WBG5	WB	M	1890	W66
WBG6	WB	M	2435	W66
WBG7	WB	M	2157	W66
WBG8	WB	M	2413	W66
WBG9	WB	M	1905	W66
WBG10	WB	M	2323	W66
WBM1	WB	F	1620	W66
WBM2	WB	F	1200	W66
WBM3	WB	F	1201	W66
WBM4	WB	F	1833	W66
WBM5	WB	F	1852	W66
WBM6	WB	F	1644	W66
WBM7	WB	F	1876	W66
WBM8	WB	F	1927	W66
WBM9	WB	F	1758	W66
WBM10	WB	F	2002	W66
WZG1	WZ	M	2652	W66
WZG2	WZ	M	2384	W66
WZG3	WZ	M	2750	W66
WZG4	WZ	M	2106	W66
WZG5	WZ	M	2972	W66
WZG6	WZ	M	2400	W66
WZG7	WZ	M	2812	W66
WZG8	WZ	M	2203	W66
WZG9	WZ	M	2715	W66
WZG10	WZ	M	2820	W66
WZM1	WZ	F	1675	W66
WZM2	WZ	F	1900	W66
WZM3	WZ	F	1642	W66
WZM4	WZ	F	1582	W66
WZM5	WZ	F	1800	W66
WZM6	WZ	F	1826	W66
WZM7	WZ	F	1895	W66
WZM8	WZ	F	2083	W66
WZM9	WZ	F	1804	W66
WZM10	WZ	F	1815	W66
WYG1	WY	M	2440	W66
WYG2	WY	M	2358	W66
WYG3	WY	M	2019	W66
WYG4	WY	M	2546	W66
WYG5	WY	M	2616	W66
WYG6	WY	M	2549	W66
WYG7	WY	M	2538	W66
WYG8	WY	M	2506	W66
WYG9	WY	M	2304	W66
WYG10	WY	M	2222	W66
WYM1	WY	F	1859	W66
WYM2	WY	F	1985	W66
WYM3	WY	F	1807	W66
WYM4	WY	F	1942	W66
WYM5	WY	F	1920	W66
WYM6	WY	F	2014	W66
WYM7	WY	F	1905	W66
WYM8	WY	F	2109	W66
WYM9	WY	F	1945	W66
WYM10	WY	F	2222	W66
TCG1	TN	M	2415	W66
TCG2	TN	M	2900	W66
TCG3	TN	M	2386	W66
TNG4	TN	M	2206	W66
TNG5	TN	M	2685	W66
TNG6	TN	M	2641	W66
TNG7	TN	M	2330	W66
TNG8	TN	M	2415	W66
TNG9	TN	M	2842	W66
TNG10	TN	M	2892	W66
TCM1	TN	F	1988	W66
TCM2	TN	F	1985	W66
TCM3	TN	F	1872	W66
TNM4	TN	F	2210	W66
TNM5	TN	F	1895	W66
TNM6	TN	F	1910	W66
TNM7	TN	F	1922	W66
TNM8	TN	F	2108	W66
TNM9	TN	F	1974	W66
TNM10	TN	F	1989	W66
