192	4	30	2.404308	Dot	79.8567
251	3	30	2.404308	Dot	104.396
288	2	30	2.404308	Dot	119.785
337	1	30	2.404308	Dot	140.165
68	8	31	5.447799	Dot	12.4821
150	6	31	5.447799	Dot	27.5341
152	4	31	5.447799	Dot	27.9012
152	5	31	5.447799	Dot	27.9012
210	1	31	5.447799	Dot	38.5477
216	7	31	5.447799	Dot	39.649
219	3	31	5.447799	Dot	40.1997
257	2	31	5.447799	Dot	47.175
33	8	32	2.939998	Dot	11.2245
36	1	32	2.939998	Dot	12.2449
56	3	32	2.939998	Dot	19.0476
64	6	32	2.939998	Dot	21.7687
68	5	32	2.939998	Dot	23.1293
70	4	32	2.939998	Dot	23.8095
73	2	32	2.939998	Dot	24.8299
82	7	32	2.939998	Dot	27.8912
72	8	33	6.901403	Micro	10.4327
155	4	33	6.901403	Micro	22.4592
169	5	33	6.901403	Micro	24.4878
193	3	33	6.901403	Micro	27.9653
197	1	33	6.901403	Micro	28.5449
211	6	33	6.901403	Micro	30.5735
236	2	33	6.901403	Micro	34.1959
245	7	33	6.901403	Micro	35.5
47	8	35	0.913634	Dot	51.4429
100	5	35	0.913634	Dot	109.453
139	6	35	0.913634	Dot	152.14
140	3	35	0.913634	Dot	153.234
140	7	35	0.913634	Dot	153.234
165	1	35	0.913634	Dot	180.597
167	4	35	0.913634	Dot	182.787
191	2	35	0.913634	Dot	209.055
109	8	36	2.586592	Dot	42.1404
155	1	36	2.586592	Dot	59.9244
256	4	36	2.586592	Dot	98.9719
268	5	36	2.586592	Dot	103.611
284	3	36	2.586592	Dot	109.797
322	6	36	2.586592	Dot	124.488
342	2	36	2.586592	Dot	132.22
427	7	36	2.586592	Dot	165.082
41	8	37	3.997624	Dot	10.2561
133	1	37	3.997624	Dot	33.2698
203	6	37	3.997624	Dot	50.7802
206	5	37	3.997624	Dot	51.5306
210	3	37	3.997624	Dot	52.5312
225	7	37	3.997624	Dot	56.2834
238	4	37	3.997624	Dot	59.5354
239	2	37	3.997624	Dot	59.7855
27	8	38	1.013582	Dot	26.6382
64	6	38	1.013582	Dot	63.1424
68	4	38	1.013582	Dot	67.0888
73	5	38	1.013582	Dot	72.0218
80	7	38	1.013582	Dot	78.928
107	3	38	1.013582	Dot	105.566
108	2	38	1.013582	Dot	106.553
210	1	38	1.013582	Dot	207.186
83	8	39	2.395783	Micro	34.6442
153	1	39	2.395783	Micro	63.8622
160	6	39	2.395783	Micro	66.784
162	4	39	2.395783	Micro	67.6188
179	7	39	2.395783	Micro	74.7146
182	5	39	2.395783	Micro	75.9668
210	3	39	2.395783	Micro	87.654
252	2	39	2.395783	Micro	105.185
59	8	chr16p1	3.126231	Dot	18.8726
180	1	chr16p1	3.126231	Dot	57.5773
197	5	chr16p1	3.126231	Dot	63.0152
198	4	chr16p1	3.126231	Dot	63.3351
201	3	chr16p1	3.126231	Dot	64.2947
212	7	chr16p1	3.126231	Dot	67.8133
221	2	chr16p1	3.126231	Dot	70.6922
251	6	chr16p1	3.126231	Dot	80.2884
75	8	chr34p1	2.765276	Dot	27.1221
118	6	chr34p1	2.765276	Dot	42.6721
127	5	chr34p1	2.765276	Dot	45.9267
143	4	chr34p1	2.765276	Dot	51.7127
149	7	chr34p1	2.765276	Dot	53.8825
162	3	chr34p1	2.765276	Dot	58.5837
211	2	chr34p1	2.765276	Dot	76.3034
581	1	chr34p1	2.765276	Dot	210.106
130	8	chrZ	86.307981	Macro	1.50623
552	7	chrZ	86.307981	Macro	6.3957
601	5	chrZ	86.307981	Macro	6.96343
622	6	chrZ	86.307981	Macro	7.20675
670	4	chrZ	86.307981	Macro	7.7629
762	3	chrZ	86.307981	Macro	8.82885
978	2	chrZ	86.307981	Macro	11.3315
2634	1	chrZ	86.307981	Macro	30.5186
